Name,Handle,Timestamp,Verified,Content,Comments,Retweets,Likes,Analytics,Tags,Mentions,Emojis,Profile Image,Tweet Link,Tweet ID
andi,@ryunovamp,2024-10-14T15:18:26.000Z,False,"if atsushi would actually pull another ""akutagawa, it's me! don't you recognize me?"" line in the future chapters you'll be seeing me on international news",1,420,2.5K,17K,[],[],[],https://pbs.twimg.com/profile_images/1819212796631937024/j1899G0j_normal.jpg,https://x.com/ryunovamp/status/1845846633516507426,tweet_id:1845846633516507426
tvOnenews,@tvOneNews,2024-10-13T08:39:57.000Z,True,"Usai melakoni laga kontra tuan rumah Bahrain, Timnas Indonesia langsung bertolak ke China. Para pemain pun diminta untuk melupakan hasil laga melawan Bahrain dan fokus untuk memetik kemenangan atas China.  

Para anak asuh Shin Tae-yong ini tiba di Qingdao Jiaodong International",1,3,21,4.8K,[],[],[],https://pbs.twimg.com/profile_images/1811001498689753089/p2l374M3_normal.jpg,https://x.com/tvOneNews/status/1845383966116937909,tweet_id:1845383966116937909
Andy Stevens,@mrandystevens,2024-10-11T01:00:01.000Z,True,"King County Judge Veronica Galvan just released a vehicular homicide suspect free and clear...

You may recognize her from such stories as:https://fox13seattle.com/news/judge-releases-12-year-old-accused-of-using-ghost-gun-in-seattle-carjacking…andhttps://komonews.com/news/local/teenagers-felony-gun-charges-seafair-parade-chinatown-international-district-electronic-home-monitoring-crime-king-county-prosecutors-judge-veronica-galvan-community-programs…and https://mynorthwest.com/1495507/dori-judge-veronica-alicea-galvan/…and",28,80,163,27K,[],[],[],https://pbs.twimg.com/profile_images/1822002984982900736/9o06DVyj_normal.jpg,https://x.com/mrandystevens/status/1844543441281351905,tweet_id:1844543441281351905
UN News,@UN_News_Centre,2024-10-11T20:42:55.000Z,True,"UN Secretary-General condemns shooting against  premises in which two peacekeepers were wounded, adding that it was a violation of international humanitarian law

“Peacekeepers must be protected by all parties of the conflict”

Read more https://news.un.org/en/story/2024/10/1155621…",12,29,39,3.7K,[],['@UNIFIL_'],['\\u2935\\ufe0f'],https://pbs.twimg.com/profile_images/1166788017354432512/SO_UaxYd_normal.jpg,https://x.com/UN_News_Centre/status/1844841130451730668,tweet_id:1844841130451730668
ABS-CBN News,@ABSCBNNews,2024-10-15T03:22:37.000Z,True,"LOOK: House Speaker Martin Romualdez and several fellow lawmakers, including Senators Nancy Binay and Grace Poe, are at the International Conference Centre in Geneva, Switzerland as they get ready for the opening session of the 149th Inter-Parliamentary Union (IPU) Assembly on",2,4,7,9.4K,[],[],[],https://pbs.twimg.com/profile_images/1414904727674920961/aRgHKXj5_normal.jpg,https://x.com/ABSCBNNews/status/1846028883243815136,tweet_id:1846028883243815136
RedpillGoku,@redpillgoku,2024-10-08T18:01:02.000Z,True,"BREAKING NEWS: The International Space Station just orbited HURRICANE MILTON 

The eye of the storm seen from space!

Thank you, NASA astronaut Matthew Dominick",18,38,140,37K,[],[],[],https://pbs.twimg.com/profile_images/1698199495341920256/sF28h83O_normal.jpg,https://x.com/redpillgoku/status/1843713228398051360,tweet_id:1843713228398051360
JoyNews,@JoyNewsOnTV,2024-10-08T10:51:17.000Z,True,"Special guest alert! 

The Second Lady of the Republic of Ghana, Samira Bawumia, has just arrived at the Accra International Conference Centre for the Grand Finale of the Energy Commission Senior High School Renewable Energy Challenge. #ECSHSREChallenge",4,9,54,11K,['#ECSHSREChallenge'],[],[],https://pbs.twimg.com/profile_images/1744617422928117760/I-Vec7Tc_normal.jpg,https://x.com/JoyNewsOnTV/status/1843605076050620687,tweet_id:1843605076050620687
Al Jazeera English,@AJEnglish,2024-10-11T14:00:01.000Z,True,"""These attacks constitute serious violations of international law and must cease immediately.""

France says it summoned the Israeli ambassador after UN peacekeepers in Lebanon said Israeli fire on their headquarters wounded two staff. LIVE updates: http://aje.io/9exkjc",19,126,228,66K,[],[],['\\U0001f534'],https://pbs.twimg.com/profile_images/1818213127286087680/CtPVxlPF_normal.jpg,https://x.com/AJEnglish/status/1844739737032225233,tweet_id:1844739737032225233
The Hindu,@the_hindu,2024-10-16T16:50:07.000Z,True,"With under three weeks to go for the general election, former U.S. President #DonaldTrump, on Tuesday, sidestepped the question of whether he would peacefully accept the results,  reports",1,3,10,4.4K,['#DonaldTrump'],['@slakster'],[],https://pbs.twimg.com/profile_images/1061900452311121920/jo7qrMTA_normal.jpg,https://x.com/the_hindu/status/1846594481643991357,tweet_id:1846594481643991357
World News Tonight,@ABCWorldNews,2024-10-15T00:30:00.000Z,True,The U.S. is deploying 100 troops to Israel as part of an advanced anti-missile defense system. The deployment comes as the U.S. signaled it would help protect Israel following Iran's massive missile barrage two weeks ago.  reports. https://trib.al/izWHyBl,12,11,15,5.5K,[],['@MattGutmanABC'],[],https://pbs.twimg.com/profile_images/1424776196940869634/F-kiM3On_normal.jpg,https://x.com/ABCWorldNews/status/1845985440891130274,tweet_id:1845985440891130274
Al Jazeera English,@AJEnglish,2024-10-13T21:05:42.000Z,True,"“Attacks against peacekeepers are in breach of international law...”

In a statement, Antonio Guterres stressed that “UNIFIL personnel and its premises must never be targeted” and that Israel's attack “may constitute a war crime.” LIVE updates: http://aje.io/6difng",22,108,172,37K,[],[],['\\U0001f534'],https://pbs.twimg.com/profile_images/1818213127286087680/CtPVxlPF_normal.jpg,https://x.com/AJEnglish/status/1845571640601489583,tweet_id:1845571640601489583
G-DRAGON INTERNATIONAL,@gdragonintl,2024-10-08T08:34:42.000Z,True,G-DRAGON COMEBACK NEWS https://mksports.co.kr/view/2024/768392…#GDRAGON #지드래곤 ,1,185,206,34K,"['#GDRAGON', '#지드래곤']",['@IBGDRGN'],[],https://pbs.twimg.com/profile_images/1829644734563790850/RBvGtpy0_normal.jpg,https://x.com/gdragonintl/status/1843570703880335361,tweet_id:1843570703880335361
NBC Los Angeles,@NBCLA,2024-10-13T00:01:02.000Z,True,Government data shows immigrant labor contributes to economic growth and provides promotional opportunities for native-born workers.,213,43,125,18K,[],[],[],https://pbs.twimg.com/profile_images/770670152748666881/R5DG9j_1_normal.jpg,https://x.com/NBCLA/status/1845253374670692470,tweet_id:1845253374670692470
Aviation International News,@AINonline,2024-10-16T23:02:30.000Z,True,"Fast inflight Wi-Fi for every business aircraft, regardless of where you fly. That’s what 's cutting-edge LEO broadband satellite solution, Gogo Galileo, brings to the industry.

Stop by Gogo’s static display at #NBAA24 Oct. 22-24 to experience high-speed inflight Wi-Fi",1,0,2,282,['#NBAA24'],['@GogoBizAv'],[],https://pbs.twimg.com/profile_images/482321272/AIN_twit_normal.jpg,https://x.com/AINonline/status/1846688196186284301,tweet_id:1846688196186284301
ABC News,@ABC,2024-10-13T02:18:54.000Z,True,Inside a Ukrainian camp for children who've lost family in the Russia-Ukraine war:,23,13,25,40K,[],[],[],https://pbs.twimg.com/profile_images/1605211963096801282/3flU1i5o_normal.jpg,https://x.com/ABC/status/1845288071710888444,tweet_id:1845288071710888444
America First Legal,@America1stLegal,2024-10-09T13:00:37.000Z,True,"“‘Whether it's election misinformation or COVID-19 disinformation, you can trace these actions to a web of international NGOs pushing to police free speech, whatever the cause of the day might be,’ Ding told Fox News Digital.”",10,86,159,5K,[],[],[],https://pbs.twimg.com/profile_images/1651630619154104321/Wq51K9QY_normal.jpg,https://x.com/America1stLegal/status/1844000011061022813,tweet_id:1844000011061022813
Sihle Mavuso,@ZANewsFlash,2024-10-10T07:57:34.000Z,True,"NEWS: ANC NEC Member and chairperson of the party’s International Relations Subcommittee, Obed Bapela, is in hot water for a trip he allegedly undertook to the Kingdom of Morocco and misrepresented himself.",60,107,174,34K,[],[],[],https://pbs.twimg.com/profile_images/1783933539764805632/AKk9bsey_normal.jpg,https://x.com/ZANewsFlash/status/1844286134626738589,tweet_id:1844286134626738589
BBC News (World),@BBCWorld,2019-08-20T20:06:51.000Z,True,Kashmir: Pakistan to seek International Court of Justice ruling,37,199,385,0,[],[],[],https://pbs.twimg.com/profile_images/1529107170448523264/q3VwEx38_normal.jpg,https://x.com/BBCWorld/status/1163905254720778241,tweet_id:1163905254720778241
BBC News (World),@BBCWorld,2021-11-16T20:32:05.000Z,True,Manhunt under way after 'dangerous' Islamists flee Kenya prison,55,73,227,0,[],[],[],https://pbs.twimg.com/profile_images/1529107170448523264/q3VwEx38_normal.jpg,https://x.com/BBCWorld/status/1460707265233788935,tweet_id:1460707265233788935
#AsianQualifiers,@afcasiancup,2024-10-11T06:40:32.000Z,True," 𝗛𝗜𝗚𝗛𝗟𝗜𝗚𝗛𝗧𝗦 |  Bahrain - Indonesia This match had it all. Wonder strikes, first international goals and late drama to top it all off!

Match Report https://bit.ly/BHRvIDN#AsianQualifiers | #BHRvIDN",5.6K,565,981,1.3M,"['#AsianQualifiers', '#BHRvIDN']",[],"['\\U0001f3a5', '\\U0001f1e7\\U0001f1ed', '2\\ufe0f\\u20e3', '2\\ufe0f\\u20e3', '\\U0001f1ee\\U0001f1e9', '\\U0001f517']",https://pbs.twimg.com/profile_images/1809143655313403904/RWIK5xaC_normal.jpg,https://x.com/afcasiancup/status/1844629135101948253,tweet_id:1844629135101948253
BBC News (World),@BBCWorld,2024-10-08T09:38:04.000Z,True,"Lebanon abandoned by international community, says ex PM",145,113,317,103K,[],[],[],https://pbs.twimg.com/profile_images/1529107170448523264/q3VwEx38_normal.jpg,https://x.com/BBCWorld/status/1843586651412422685,tweet_id:1843586651412422685
نافذةُ على الأخبارِِ,@NEWSDailyArabic,2024-10-13T02:55:47.000Z,True,"Check this news update:
 |#WORLDNEWS | #IRAQ | #IRAN | #EU | #UK | #US | #UKRAINE | #RUSSIA | #CHINA | #JAPAN |",0,0,0,118,"['#WORLDNEWS', '#IRAQ', '#IRAN', '#EU', '#UK', '#US', '#UKRAINE', '#RUSSIA', '#CHINA', '#JAPAN']",[],[],https://pbs.twimg.com/profile_images/1836431835699531776/DGGcptze_normal.jpg,https://x.com/NEWSDailyArabic/status/1845297354632479022,tweet_id:1845297354632479022
Hon. Yusuf Maitama Tuggar,@YusufTuggar,2024-10-14T17:51:22.000Z,True,"I received with dismay the news of the unfortunate detention of the Nigerian Football Federation (NFF) officials and the Super Eagles of Nigeria at the Al Abraq International Airport several hours after arriving ahead of Tuesday’s crucial 2025 AFCON qualifier against Libya.

This",304,328,1.6K,213K,[],[],[],https://pbs.twimg.com/profile_images/1697544744585326592/Myvkfdd8_normal.jpg,https://x.com/YusufTuggar/status/1845885122601800126,tweet_id:1845885122601800126
World News Tonight,@ABCWorldNews,2024-10-08T17:26:37.000Z,True,"BREAKING: Israeli officials claimed Tuesday that their forces have killed the replacement for Hezbollah leader Hassan Nasrallah.

Read more: https://trib.al/3i2uepM",2,8,18,3.5K,[],[],[],https://pbs.twimg.com/profile_images/1424776196940869634/F-kiM3On_normal.jpg,https://x.com/ABCWorldNews/status/1843704565260022155,tweet_id:1843704565260022155
RIIZE NEWS,@RIIZE_NEWS,2024-10-14T02:58:40.000Z,True,[241014] RIIZE has arrived back to South Korea at Incheon International Airport (ICN).#RIIZE #라이즈 ,146,511,1.7K,73K,"['#RIIZE', '#라이즈']",['@RIIZE_official'],[],https://pbs.twimg.com/profile_images/1830469280527482880/MeeHxnAD_normal.jpg,https://x.com/RIIZE_NEWS/status/1845660466322043027,tweet_id:1845660466322043027
DD News,@DDNewslive,2024-10-12T11:33:52.000Z,True,Watch: DD Originals unravels the mystical legend behind Kullu Dussehra which is now an international festival flocked by lakhs of devotees and visitors.      #DDOriginals #himachal #storytelling,1,6,22,3.5K,"['#DDOriginals', '#himachal', '#storytelling']","['@aaikmbairport', '@CMOFFICEHP', '@hp_tourism', '@tourismgoi', '@MIB_India', '@PIB_India']",[],https://pbs.twimg.com/profile_images/1780230512629383168/2sNlQOTg_normal.jpg,https://x.com/DDNewslive/status/1845065344009785414,tweet_id:1845065344009785414
World News Tonight,@ABCWorldNews,2024-10-14T15:45:02.000Z,True,"Marking the latest foray into space exploration, NASA on Monday is preparing to launch its first mission to explore Jupiter's moon, Europa, to determine if it harbors conditions suitable to support life.",11,11,17,3.7K,[],[],[],https://pbs.twimg.com/profile_images/1424776196940869634/F-kiM3On_normal.jpg,https://x.com/ABCWorldNews/status/1845853326677561596,tweet_id:1845853326677561596
Sky News,@SkyNews,2024-10-08T15:44:37.000Z,True,"""The area where most of the population now lives has no type of essential infrastructure or drainage.""

Spokesperson for the International Committee of the Red Cross  says people in Gaza are very concerned about the flooding and dropping temperatures. Sky 501",31,14,33,31K,[],['@Sarahdavies___'],['\\U0001f4fa'],https://pbs.twimg.com/profile_images/1604907328242962433/P_79at43_normal.jpg,https://x.com/SkyNews/status/1843678896798978426,tweet_id:1843678896798978426
tvOnenews,@tvOneNews,2024-10-12T11:11:13.000Z,True,"Hasil skor Timnas Indonesia lawan Bahrain pun disoroti media Belanda, Voetbal International. Tak hanya itu, Voetbal International juga menyoroti keputusan kontroversial wasit Ahmed Al Kaf.#OneNewsUpdatetvOne #tvOne #CariBeritaditvOne #ONU01",1,6,25,5.8K,"['#OneNewsUpdatetvOne', '#tvOne', '#CariBeritaditvOne', '#ONU01']",[],[],https://pbs.twimg.com/profile_images/1811001498689753089/p2l374M3_normal.jpg,https://x.com/tvOneNews/status/1845059643149779104,tweet_id:1845059643149779104
i24NEWS Français,@i24NEWS_FR,2024-10-14T12:05:03.000Z,True,"""Selon le droit international, on peut détruire tout bâtiment avec des munitions. Le chiite qui décide de laisser le Hezbollah utiliser son appartement le sait. Donc il ne faut pas qu'Israël avertisse qu'il va attaquer sinon le chiite ne changera pas d'approche""

Eliahu Yossian",19,38,90,7.9K,[],[],[],https://pbs.twimg.com/profile_images/1680793887378403328/MjnG1IOR_normal.png,https://x.com/i24NEWS_FR/status/1845797969284473119,tweet_id:1845797969284473119
BBC News (World),@BBCWorld,2021-11-16T13:48:05.000Z,True,Manhunt under way after 'dangerous' Islamists flee Kenya prison,42,56,195,0,[],[],[],https://pbs.twimg.com/profile_images/1529107170448523264/q3VwEx38_normal.jpg,https://x.com/BBCWorld/status/1460605595678134279,tweet_id:1460605595678134279
The Booker Prizes,@TheBookerPrizes,2024-10-10T11:27:13.000Z,True,What wonderful news to see International Booker Prize winner Han Kang awarded the #NobelPrize for literature today!,8,297,1.2K,49K,['#NobelPrize'],[],[],https://pbs.twimg.com/profile_images/1694368438167166977/2NnL-OfQ_normal.png,https://x.com/TheBookerPrizes/status/1844338897385578675,tweet_id:1844338897385578675
Can Yaman News International,@CanYamanNewsInt,2024-10-14T12:17:02.000Z,True,"#CanYaman is no 2 from all Turkish actors and actresses on IMDb chart week commencing 14/10/24. #CanYaman is positioned as no 4562 from 11M artists monitored worldwide.Top 3 for 19 weeks
Top 5 for 31 weekshttp://imdb.com/name/nm7097848/",5,64,152,2.1K,"['#CanYaman', '#CanYaman']",['@socipol'],['\\u2666\\ufe0f'],https://pbs.twimg.com/profile_images/1711962376877092864/nMBqa8OV_normal.jpg,https://x.com/CanYamanNewsInt/status/1845800984464814337,tweet_id:1845800984464814337
ABC News,@ABC,2024-10-11T12:35:19.000Z,True,Inside a Ukrainian camp for children who've lost family in the Russia-Ukraine war:,14,13,29,26K,[],[],[],https://pbs.twimg.com/profile_images/1605211963096801282/3flU1i5o_normal.jpg,https://x.com/ABC/status/1844718421600059589,tweet_id:1844718421600059589
ABC News,@ABC,2024-10-14T08:21:07.000Z,True,"At least three people were killed and 40 others wounded Monday in an Israeli airstrike on tents housing displaced Palestinians inside the Al-Aqsa Hospital in the central Gazan city of Deir al-Balah, health officials said.",15,6,12,21K,[],[],[],https://pbs.twimg.com/profile_images/1605211963096801282/3flU1i5o_normal.jpg,https://x.com/ABC/status/1845741613114421710,tweet_id:1845741613114421710
Nigeria Stories,@NigeriaStories,2024-10-09T20:31:41.000Z,True,"International news: Billionaire Ratan Tata an Indian industrialist and former chairman of Tata Sons is dead 

(1937-2024).",27,39,155,9.2K,[],[],[],https://pbs.twimg.com/profile_images/1380447351345668097/GYSwCSGR_normal.jpg,https://x.com/NigeriaStories/status/1844113526039904738,tweet_id:1844113526039904738
نافذةُ على الأخبارِِ,@NEWSDailyArabic,2024-10-11T19:36:45.000Z,True,"Check this news update: 
|#WORLDNEWS | #IRAQ | #IRAN | #EU | #UK | #US | #UKRAINE | #RUSSIA | #CHINA | #JAPAN |",0,0,0,105,"['#WORLDNEWS', '#IRAQ', '#IRAN', '#EU', '#UK', '#US', '#UKRAINE', '#RUSSIA', '#CHINA', '#JAPAN']",[],[],https://pbs.twimg.com/profile_images/1836431835699531776/DGGcptze_normal.jpg,https://x.com/NEWSDailyArabic/status/1844824477852410030,tweet_id:1844824477852410030
Imminent Global News,@imminent_news,2024-10-13T03:57:09.000Z,True,  Israel's Diplomatic Defiance Amid Global Criticism: A Call for Mature Foreign Policy #mostliked #israel,0,0,0,230,"['#mostliked', '#israel']",[],['\\U0001f1ee\\U0001f1f1'],https://pbs.twimg.com/profile_images/1593558421361631235/RtZhCflq_normal.jpg,https://x.com/imminent_news/status/1845312797929816508,tweet_id:1845312797929816508
Pakistan Armed Forces News,@PakistanFauj,2024-10-15T17:28:58.000Z,True,"#ISPR  - 15 October 2024#Pakistan Navy Cadets secured success at the 79th Naval Academy International Sailing Championship held in #Brazil#PakNavy cadets secured second position and received the silver medal 

In total cadets from nine Naval Academies took part in J-24 class",34,79,124,1.8K,"['#ISPR', '#Pakistan', '#Brazil', '#PakNavy']",[],[],https://pbs.twimg.com/profile_images/1653326522432860163/tGLDJSM4_normal.jpg,https://x.com/PakistanFauj/status/1846241872249081861,tweet_id:1846241872249081861
Kalu Aja,@FinPlanKaluAja1,2024-10-15T12:33:34.000Z,True,"Nigeria has not fixed power

Whenever folks post about power outage at international airports, you respond with ""it happed in Atlanta and Gatwick"" but its in the news in Atlanta because its a rare occurrence

Lets face it, we have a long way to go on this power thing, no one has",5,59,98,6.6K,[],[],[],https://pbs.twimg.com/profile_images/1604041351724765185/3ZMoi8Ru_normal.png,https://x.com/FinPlanKaluAja1/status/1846167532144939237,tweet_id:1846167532144939237
WREG News Channel 3,@3onyourside,2024-10-15T23:46:54.000Z,True,"Hundreds of International Paper employees are set to be laid off, including over half based in Memphis.",18,37,65,13K,[],[],[],https://pbs.twimg.com/profile_images/842965681213767681/Jnbxhq8Y_normal.jpg,https://x.com/3onyourside/status/1846336983532294491,tweet_id:1846336983532294491
CNN International,@cnni,2024-10-13T22:26:34.000Z,True,"Hezbollah drone attack on army base kills 4 Israeli soldiers. With dozens injured, it's one of the bloodiest attacks on Israel since the war started.",213,121,335,59K,[],[],[],https://pbs.twimg.com/profile_images/1605231418208034816/3zypo5XV_normal.jpg,https://x.com/cnni/status/1845591990873800823,tweet_id:1845591990873800823
BBC News (World),@BBCWorld,2021-02-19T16:07:18.000Z,True,Immigration official stabbed to death in France,27,95,286,0,[],[],[],https://pbs.twimg.com/profile_images/1529107170448523264/q3VwEx38_normal.jpg,https://x.com/BBCWorld/status/1362795907998171139,tweet_id:1362795907998171139
The Asian News Hub,@AsianNewsHub,2024-10-12T16:37:46.000Z,True,We will have to improve our infrastructure for that: Omar Abdullah when asked if there are now arrangements for IPL and international cricket matches here ,8,10,208,14K,[],"['@JKNC_', '@JKSportsCouncil']",[],https://pbs.twimg.com/profile_images/1717603730483552257/i_KA1NI8_normal.jpg,https://x.com/AsianNewsHub/status/1845141822793814024,tweet_id:1845141822793814024
PTV News,@PTVNewsOfficial,2024-10-14T12:15:47.000Z,True,The Media Center set up by Pakistan for delegates of SCO Summit showcases the country's rich cultural heritage and traditions in the most unique manner.This aims to give the international guests a sense of how rich Pakistan is in terms of its values and norms.#SCOSummit,1,17,13,1.1K,['#SCOSummit'],[],[],https://pbs.twimg.com/profile_images/1813783203800297472/zQqbLKSD_normal.jpg,https://x.com/PTVNewsOfficial/status/1845800669900579324,tweet_id:1845800669900579324
Middle East Eye,@MiddleEastEye,2024-10-13T21:44:57.000Z,True,"A United States military veteran was arrested by Israeli forces while accompanying a Palestinian farmer in a village in the West Bank, according to the International Solidarity Movement (ISM)",1,68,83,5.6K,[],[],[],https://pbs.twimg.com/profile_images/877558885795717120/rcqDFNLd_normal.jpg,https://x.com/MiddleEastEye/status/1845581515599618467,tweet_id:1845581515599618467
ABS-CBN News,@ABSCBNNews,2024-10-13T07:32:49.000Z,True,LOOK: Over 100 pole and aerial athletes are competing in the International Aerial Cup 2024 at the Metropolitan Theatre. The Philippines has a delegation of 20 athletes participating in the event. | via ,2,2,12,9.5K,[],['@jeck_batallones'],[],https://pbs.twimg.com/profile_images/1414904727674920961/aRgHKXj5_normal.jpg,https://x.com/ABSCBNNews/status/1845367071221445117,tweet_id:1845367071221445117
Gulf News,@gulf_news,2024-10-16T14:00:00.000Z,True,"Visiting the UAE for the first time? Register on this app to breeze through Abu Dhabi's Zayed International Airport

ICP launches 'UAE Fast Track' app at Gitex for first-time visitors",0,1,4,1.2K,[],[],[],https://pbs.twimg.com/profile_images/1274589861308235776/Zbiu5Z5P_normal.jpg,https://x.com/gulf_news/status/1846551671528108509,tweet_id:1846551671528108509
China Xinhua News,@XHNews,2024-10-15T14:13:29.000Z,True,"""The BRICS cooperation creates a lot of opportunities for businessmen,"" said Russian entrepreneur Anna Dubrovina, who is engaging in international trade in China's Xiamen. #GLOBALink",0,6,11,4.9K,['#GLOBALink'],[],[],https://pbs.twimg.com/profile_images/1246686019241398274/swhowkA5_normal.jpg,https://x.com/XHNews/status/1846192678637392135,tweet_id:1846192678637392135
ABS-CBN News,@ABSCBNNews,2024-10-14T03:36:13.000Z,True,SLAY QUEEN Miss Grand Philippines CJ Opiaza looks amazing during the swimsuit competition of #MissGrandInternational2024. | via ( Screengrab from Miss Grand International ),0,4,21,5.5K,['#MissGrandInternational2024'],['@DYANCASTILLEJO'],"['\\U0001f1f5\\U0001f1ed', '\\U0001f4f8']",https://pbs.twimg.com/profile_images/1414904727674920961/aRgHKXj5_normal.jpg,https://x.com/ABSCBNNews/status/1845669917640851627,tweet_id:1845669917640851627
日テレNEWS NNN,@news24ntv,2024-10-12T14:06:37.000Z,True,日本代表、ワイン利き酒世界大会4位入賞,1,30,99,14K,[],[],[],https://pbs.twimg.com/profile_images/1714161418424193024/5MPQMqrI_normal.jpg,https://x.com/news24ntv/status/1845103783879356531,tweet_id:1845103783879356531
Julian Jessop,@julianHjessop,2024-10-14T18:07:58.000Z,True,"""Record-breaking International Investment Summit secures £63bn and nearly 38,000 jobs..."" Obviously some poor sod has been tasked with producing a much bigger number than the £29.5bn 'unveiled' by Sunak after the last #UKinvestmentsummit in 2023... ",22,65,183,14K,['#UKinvestmentsummit'],[],"['\\U0001f914', '\\U0001f9f5']",https://pbs.twimg.com/profile_images/1695456345950965760/nEtgjHDz_normal.jpg,https://x.com/julianHjessop/status/1845889298563842550,tweet_id:1845889298563842550
Screen International,@Screendaily,2024-10-12T12:29:12.000Z,True,"Breaking:

Denis Villeneuve wants to make a dialogue-free film.

""I hope I will be able to make a film that will not use spoken language,"" said the 'Dune' director at the  London Film Festival #LFF",3,20,73,6.5K,['#LFF'],['@BFI'],[],https://pbs.twimg.com/profile_images/603893356456845313/1TR3Fvp9_normal.jpg,https://x.com/Screendaily/status/1845079268843307157,tweet_id:1845079268843307157
PEN International,@pen_int,2024-10-10T14:45:26.000Z,True,"#Cambodia: We call for the immediate and unconditional release of investigative journalist Mech Dara, whose unjust detention is just the latest example of the Cambodian government’s efforts to silence independent media. #FreeMechDaraRead our statement: https://pen-international.org/news/cambodia-investigative-journalist-mech-dara-detained-amidst-growing-clampdown-on-free-expression…",1,44,50,6.6K,"['#Cambodia', '#FreeMechDara']",[],[],https://pbs.twimg.com/profile_images/1635617885027549186/_F-w3j9F_normal.jpg,https://x.com/pen_int/status/1844388776849653805,tweet_id:1844388776849653805
Suppressed News.,@SuppressedNws,2024-10-14T15:58:31.000Z,True,"IMPORTANT: ISRAEL IS TRYING TO DECEIVE THE WORLD AGAIN. 

The Israeli army allowed thirty aid trucks to enter Gaza through the Erez crossing after international pressure, but this is just a new deception move. 

The aid will ONLY reach Gaza City, not the besieged areas of",159,4.5K,7.9K,309K,[],[],['\\u26a1\\ufe0f'],https://pbs.twimg.com/profile_images/1774198587095646208/6KEF61Mv_normal.jpg,https://x.com/SuppressedNws/status/1845856721538797846,tweet_id:1845856721538797846
CBS News,@CBSNews,2024-10-12T15:40:01.000Z,True,United Airlines is launching new international flights. Here are the cities you'll be able to visit.,23,20,36,24K,[],[],[],https://pbs.twimg.com/profile_images/1617634745348661249/6YmPYpNd_normal.jpg,https://x.com/CBSNews/status/1845127288364400682,tweet_id:1845127288364400682
Indie Journal,@indiejmag,2024-10-16T09:36:14.000Z,False,Indie Journal brings you the daily updates that the internet is talking about. Here's a glance through some of the National and International news updates.#Israel #lebanon #SupremeCourt #stubbleburning #OmarAbdullah #jammukashmir #srilanka,0,0,0,82,"['#Israel', '#lebanon', '#SupremeCourt', '#stubbleburning', '#OmarAbdullah', '#jammukashmir', '#srilanka']",[],[],https://pbs.twimg.com/profile_images/1798395211409674241/kqE9mtWP_normal.jpg,https://x.com/indiejmag/status/1846485294217887920,tweet_id:1846485294217887920
Iran International English,@IranIntl_En,2024-10-11T10:11:53.000Z,True,"Iranian President Masoud Pezeshkian has accepted an invitation from President Vladimir Putin to visit Russia, according to Russia's state-affiliated news agency, RIA.",3,7,23,4.9K,[],[],[],https://pbs.twimg.com/profile_images/1380467569275060225/Wa9zjOZI_normal.jpg,https://x.com/IranIntl_En/status/1844682326308962350,tweet_id:1844682326308962350
Daily NEWS Global 24,@DailyGlobal_247,2024-10-14T07:15:58.000Z,False,"Check this news update: 
|#WORLDNEWS | #IRAQ | #IRAN | #EU | #UK | #US | #UKRAINE | #RUSSIA | #CHINA | #JAPAN |",0,0,0,47,"['#WORLDNEWS', '#IRAQ', '#IRAN', '#EU', '#UK', '#US', '#UKRAINE', '#RUSSIA', '#CHINA', '#JAPAN']",[],[],https://pbs.twimg.com/profile_images/1840681233249972224/mYKBFWtU_normal.jpg,https://x.com/DailyGlobal_247/status/1845725215919157371,tweet_id:1845725215919157371
Shahriyar Gourgi,@ShahriyarGourgi,2024-10-10T21:02:05.000Z,False,"FP's World Brief, looking at Israel’s strategy in Lebanon, the aftermath of Hurricane Milton, and the death of an Indian business icon.",2,0,0,140,[],[],[],https://pbs.twimg.com/profile_images/1475581329089740811/xUifEYSb_normal.jpg,https://x.com/ShahriyarGourgi/status/1844483566828437961,tweet_id:1844483566828437961
نافذةُ على الأخبارِِ,@NEWSDailyArabic,2024-10-15T15:32:05.000Z,True,"Check this news update:
 |#WORLDNEWS | #IRAQ | #IRAN | #EU | #UK | #US | #UKRAINE | #RUSSIA | #CHINA | #JAPAN |",0,0,0,68,"['#WORLDNEWS', '#IRAQ', '#IRAN', '#EU', '#UK', '#US', '#UKRAINE', '#RUSSIA', '#CHINA', '#JAPAN']",[],[],https://pbs.twimg.com/profile_images/1836431835699531776/DGGcptze_normal.jpg,https://x.com/NEWSDailyArabic/status/1846212456177192964,tweet_id:1846212456177192964
ABC News,@ABC,2024-10-16T08:44:06.000Z,True,A memorial to fallen journalists killed during the war to remove Saddam Hussein from power in Iraq has been inaugurated in the northern Iraqi city of Sulaymaniyah.,12,15,34,20K,[],[],[],https://pbs.twimg.com/profile_images/1605211963096801282/3flU1i5o_normal.jpg,https://x.com/ABC/status/1846472171238907970,tweet_id:1846472171238907970
Excélsior,@Excelsior,2024-10-13T13:49:39.000Z,True,La información internacional más relevante del día la encontrarás en nuestra portada de #Global http://excelsior.com.mx/global,0,4,8,2.9K,['#Global'],[],['\\U0001f30e'],https://pbs.twimg.com/profile_images/1846644679476916224/5N000R_M_normal.jpg,https://x.com/Excelsior/status/1845461904031932461,tweet_id:1845461904031932461
